id,title,year,google_rating,vote_average,vote_count,revenue,runtime,index
37724,Skyfall,2012,87,7.227,14466,1142471295,143,122
22804,Saw VI,2009,87,6.3,2820,68234154,90,1590
78,Blade Runner,1982,87,7.931,12770,41722424,118,164
153,Lost in Translation,2003,87,7.392,6734,119723856,102,530
13310,Let the Right One In,2008,87,7.519,2679,10785801,114,1671
6978,Big Trouble in Little China,1986,87,7.2,2696,11000000,99,1657
1865,Pirates of the Caribbean: On Stranger Tides,2011,87,6.538,13126,1045713802,137,153
65,8 Mile,2002,87,7.124,6692,242875078,111,537
546554,Knives Out,2019,87,7.847,11156,312897920,131,220
166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017,87,6.648,11176,795922298,128,219
170,28 Days Later,2002,87,7.202,6104,85720385,113,627
37056,Letters to Juliet,2010,87,6.973,2720,82148538,105,1639
132363,The Butler,2013,87,7.344,2723,115922175,132,1637
508965,Klaus,2019,87,8.25,3542,0,96,1252
3131,Gangs of New York,2002,87,7.318,6091,193772504,168,630
296,Terminator 3: Rise of the Machines,2003,87,6.145,6098,435000000,109,628
9392,The Descent,2005,87,6.957,3507,57130027,99,1269
462,Erin Brockovich,2000,87,7.417,2855,256271286,131,1575
9506,Anger Management,2003,87,6.139,2857,195745823,106,1574
8273,American Wedding,2003,87,6.2,3788,231449203,103,1152
258480,Carol,2015,87,7.494,3439,40272135,118,1293
5503,The Fugitive,1993,87,7.461,3817,368875760,131,1140
660,Thunderball,1965,87,6.644,2077,141195658,130,2095
4513,30 Days of Night,2007,87,6.4,2511,75505973,113,1784
3597,I Know What You Did Last Summer,1997,87,5.941,2520,125586134,101,1776
812,Aladdin,1992,87,7.645,10547,504050219,95,244
950,Ice Age: The Meltdown,2006,87,6.688,9085,660998756,91,334
10330,Freaky Friday,2003,87,6.462,3482,160846332,97,1278
391,A Fistful of Dollars,1964,87,7.848,3769,14500000,99,1162
138843,The Conjuring,2013,87,7.541,10683,320406242,112,238
161,Ocean's Eleven,2001,87,7.43,10774,450717150,116,232
34584,The NeverEnding Story,1984,87,7.197,3698,20158808,102,1187
584,2 Fast 2 Furious,2003,87,6.483,6795,236350661,108,520
11906,Suspiria,1977,87,7.5,2634,2884265,99,1701
117263,Olympus Has Fallen,2013,87,6.394,6218,170270201,120,608
1427,Perfume: The Story of a Murderer,2006,87,7.4,4186,135039924,147,1013
6038,Shanghai Knights,2003,87,6.126,2074,88323487,115,2098
10664,[REC]²,2009,87,6.602,1810,18469680,84,2377
68721,Iron Man 3,2013,87,6.928,21064,1215577205,130,26
9276,The Faculty,1998,87,6.508,1774,40283321,104,2408
698,Moonraker,1979,87,6.153,1775,210308099,126,2406
243,High Fidelity,2000,87,7.129,1783,47126295,113,2397
8961,Bad Boys II,2003,87,6.598,4924,273339556,147,853
318846,The Big Short,2015,87,7.344,8320,133346506,131,381
262551,Babysitting,2014,87,6.812,1812,20258904,85,2376
10625,Mean Girls,2004,87,7.186,7931,130126277,97,406
794,The Omen,1976,87,7.398,1815,60922980,111,2369
606856,Togo,2019,87,8.175,1820,0,113,2363
600,Full Metal Jacket,1987,87,8.136,9665,46357676,117,294
672,Harry Potter and the Chamber of Secrets,2002,87,7.721,20390,876688482,161,33
9481,The Bone Collector,1999,87,6.778,3179,151493655,118,1407
673,Harry Potter and the Prisoner of Azkaban,2004,87,8.02,20038,789804554,141,38
650,Boyz n the Hood,1991,87,7.611,1769,57504069,112,2413
2011,Persepolis,2007,87,7.9,1763,0,95,2419
15370,The Cat Returns,2002,87,7.168,1875,54016370,75,2300
1726,Iron Man,2008,87,7.64,24874,585174222,126,12
755,From Dusk Till Dawn,1996,87,7.0,5407,25836616,108,752
2034,Training Day,2001,87,7.485,5360,104876233,122,763
9040,Serpico,1973,87,7.544,1720,29800000,130,2485
3049,Ace Ventura: Pet Detective,1994,87,6.544,5315,107217396,86,772
94329,The Raid,2011,87,7.421,3089,9148519,101,1453
49018,Insidious,2011,87,6.947,6298,99870886,103,590
11357,Halloween 4: The Return of Michael Myers,1988,87,6.202,1732,17800000,88,2467
38142,5 Centimeters Per Second,2007,87,7.319,1763,0,63,2420
154,Star Trek II: The Wrath of Khan,1982,87,7.5,1737,96800000,113,2459
508442,Soul,2020,87,8.15,9473,136384442,101,307
12162,The Hurt Locker,2008,87,7.254,5187,49230772,131,799
1584,School of Rock,2003,87,7.071,5173,131095990,110,802
871,Planet of the Apes,1968,87,7.643,3086,32589624,112,1458
816,Austin Powers: International Man of Mystery,1997,87,6.553,3084,67711748,94,1459
13700,Home on the Range,2004,87,6.026,1862,145358062,76,2312
10138,Iron Man 2,2010,87,6.835,19756,623933331,124,40
150540,Inside Out,2015,87,7.922,19463,857611174,95,43
2300,Space Jam,1996,87,6.835,5608,250200000,88,712
10708,Daddy Day Care,2003,87,5.895,1965,164433867,92,2202
470044,The Hate U Give,2018,87,8.162,1983,34934009,133,2185
458156,John Wick: Chapter 3 - Parabellum,2019,87,7.447,9711,326709727,131,289
767,Harry Potter and the Half-Blood Prince,2009,87,7.697,18127,933959197,153,59
9488,Spy Kids 2: The Island of Lost Dreams,2002,87,5.59,2005,119723358,100,2162
10867,Malena,2000,87,7.428,2010,14493284,109,2156
374416,Where Am I Going?,2016,87,6.8,2016,75173000,86,2152
1248,Hannibal Rising,2007,87,6.236,2018,82169884,121,2147
36586,Blade II,2002,87,6.516,4338,155010032,117,969
1830,Lord of War,2005,87,7.281,4265,72617068,122,987
4248,Scary Movie 2,2001,87,5.783,4249,141220678,83,994
185,A Clockwork Orange,1971,87,8.2,11946,26589000,137,191
1669,The Hunt for Red October,1990,87,7.385,2945,200512643,135,1528
920,Cars,2006,87,6.936,12906,461983149,117,158
2493,The Princess Bride,1987,87,7.674,4176,30861665,99,1016
377,A Nightmare on Elm Street,1984,87,7.324,4615,57000000,91,915
4257,Scary Movie 4,2006,87,5.475,2987,178262620,83,1506
25195,Leap Year,2010,87,6.889,1897,32686500,100,2272
797,Persona,1966,87,8.226,1928,0,83,2240
8355,Ice Age: Dawn of the Dinosaurs,2009,87,6.737,7680,886686817,94,431
1541,Thelma & Louise,1991,87,7.571,3050,45361000,130,1474
395834,Wind River,2017,87,7.428,4747,44998252,107,885
1894,Star Wars: Episode II - Attack of the Clones,2002,87,6.6,12288,649398328,142,177
674,Harry Potter and the Goblet of Fire,2005,87,7.816,19287,895921036,157,46
556984,The Trial of the Chicago 7,2020,87,7.727,2769,107423,130,1614
9475,Scent of a Woman,1992,87,7.767,3024,134095253,156,1491
260513,Incredibles 2,2018,87,7.481,12061,1242805359,118,187
837,Videodrome,1983,87,7.296,1939,2120439,88,2228
1091,The Thing,1982,87,8.045,6232,19629760,109,602
1369,Rambo: First Blood Part II,1985,86,6.619,3512,300400432,96,1267
4232,Scream,1996,86,7.4,6180,173046663,112,622
7340,Carrie,1976,86,7.3,3415,25878153,98,1299
1213,The Talented Mr. Ripley,1999,86,7.176,3228,128798265,139,1379
37135,Tarzan,1999,86,7.402,6238,448191819,88,599
398978,The Irishman,2019,86,7.615,6203,968853,209,612
14756,Ip Man,2008,86,7.8,3444,22108789,106,1291
4922,The Curious Case of Benjamin Button,2008,86,7.579,11899,335802786,166,192
11887,High School Musical 3: Senior Year,2008,86,6.563,3304,252909177,117,1346
4234,Scream 3,2000,86,5.976,3157,161834276,116,1414
256274,"As Above, So Below",2014,86,6.664,3103,41900000,93,1442
35791,Resident Evil: Afterlife,2010,86,6.04,3532,300228084,97,1260
9799,The Fast and the Furious,2001,86,6.965,9207,207283925,106,327
109428,Evil Dead,2013,86,6.5,4226,97542952,91,1001
1878,Fear and Loathing in Las Vegas,1998,86,7.219,4236,10680275,118,998
88,Dirty Dancing,1987,86,7.345,5679,214577242,100,697
2118,L.A. Confidential,1997,86,7.785,4463,126216940,138,943
11360,Dumbo,1941,86,6.995,4591,1600000,64,922
1581,The Holiday,2006,86,7.078,4592,194168700,136,921
634,Bridget Jones's Diary,2001,86,6.744,4635,281929795,97,908
1637,Speed,1994,86,7.12,5603,350448145,116,715
603692,John Wick: Chapter 4,2023,86,7.814,4639,426978565,170,905
23827,Paranormal Activity,2007,86,5.991,4676,193355800,85,894
10882,Sleeping Beauty,1959,86,6.942,4784,51600000,75,877
215,Saw II,2005,86,6.564,4790,147748505,93,873
583083,The Kissing Booth 2,2020,86,7.703,4796,0,132,872
10315,Fantastic Mr. Fox,2009,86,7.782,4798,46471023,87,871
10009,Brother Bear,2003,86,7.257,4993,250397798,85,839
10198,The Princess and the Frog,2009,86,7.2,5062,270997378,98,828
10386,The Iron Giant,1999,86,7.925,5105,23159305,86,815
420817,Aladdin,2019,86,7.114,9441,1054304000,127,308
36647,Blade,1998,86,6.762,5466,131183530,121,740
1700,Misery,1990,86,7.752,4175,61276872,107,1017
420809,Maleficent: Mistress of Evil,2019,86,7.323,5698,491730089,119,690
9313,The Man in the Iron Mask,1998,86,6.621,3553,182968902,132,1248
71552,American Reunion,2012,86,6.283,4137,234989584,113,1029
7453,The Hitchhiker's Guide to the Galaxy,2005,86,6.669,3581,104478416,109,1230
3981,What Women Want,2000,86,6.434,3614,374111707,127,1219
8835,Legally Blonde,2001,86,6.749,3615,141774679,96,1218
9837,The Prince of Egypt,1998,86,7.245,3630,218613188,99,1212
90,Beverly Hills Cop,1984,86,7.185,3631,316360478,105,1211
332562,A Star Is Born,2018,86,7.503,11079,433888866,136,225
676,Pearl Harbor,2001,86,6.932,5944,449220945,183,647
38757,Tangled,2010,86,7.599,10539,592461732,100,246
115,The Big Lebowski,1998,86,7.842,10390,47010480,117,255
298,Ocean's Thirteen,2007,86,6.72,5859,311312624,122,665
184,Jackie Brown,1997,86,7.353,5824,39673162,154,669
766507,Prey,2022,86,7.762,5821,0,100,670
8329,[REC],2007,86,7.18,3987,32511655,78,1075
387426,Okja,2017,86,7.389,3999,0,122,1073
4133,Blow,2001,86,7.366,4006,83282296,124,1071
214,Saw III,2006,86,6.382,4010,164874275,109,1068
76163,The Expendables 2,2012,86,6.323,6289,314975955,103,593
9603,Clueless,1995,86,7.273,4011,56631572,97,1067
10830,Matilda,1996,86,7.152,4043,33459416,98,1057
57212,War Horse,2011,86,7.303,3157,177584879,146,1416
102651,Maleficent,2014,86,7.09,12477,758539785,97,170
11917,Saw V,2008,86,6.154,3102,113864059,95,1443
1824,50 First Dates,2004,86,6.844,6705,196482882,99,534
9567,Tears of the Sun,2003,86,6.839,2073,86468162,121,2100
862,Toy Story,1995,86,7.971,17152,394400000,81,73
553,Dogville,2003,86,7.778,2194,16680836,178,1983
9003,Hellraiser,1987,86,6.879,2247,14575193,93,1947
23047,Season of the Witch,2011,86,5.428,2254,91627228,95,1943
5925,The Great Escape,1963,86,7.942,2276,11744471,173,1921
116745,The Secret Life of Walter Mitty,2013,86,7.172,7080,188133322,114,494
6479,I Am Legend,2007,86,7.201,14675,585410052,101,115
487558,BlacKkKlansman,2018,86,7.521,7037,93411426,136,497
8009,Highlander,1986,86,6.886,2348,12885193,116,1872
9614,Happy Gilmore,1996,86,6.619,2400,41205099,92,1839
786,Almost Famous,2000,86,7.501,2459,47386287,124,1804
312221,Creed,2015,86,7.413,6949,173567581,133,507
4638,Hot Fuzz,2007,86,7.554,6929,80573774,121,508
665,Ben-Hur,1959,86,7.87,2465,164000000,222,1800
640,Catch Me If You Can,2002,86,7.971,14393,352114312,141,127
330459,Rogue One: A Star Wars Story,2016,86,7.488,14354,1056057273,133,128
9801,Bridget Jones: The Edge of Reason,2004,86,6.241,2574,262500000,108,1744
421,The Life Aquatic with Steve Zissou,2004,86,7.106,2621,34808403,119,1714
37472,Ip Man 2,2010,86,7.5,2058,36000000,108,2110
337404,Cruella,2021,86,8.055,8507,233503234,134,369
12102,Kramer vs. Kramer,1979,86,7.555,2026,106260000,105,2139
1398,Stalker,1979,86,8.176,1876,0,162,2297
19995,Avatar,2009,86,7.573,29815,2923706026,162,3
620,Ghostbusters,1984,86,7.467,8143,296187079,107,392
709,Licence to Kill,1989,86,6.364,1728,156167015,133,2472
646389,Plane,2023,86,6.997,1753,51000000,107,2439
11687,The Visitors,1993,86,7.119,1755,0,107,2436
1547,The Lost Boys,1987,86,7.0,1795,32222567,97,2387
283995,Guardians of the Galaxy Vol. 2,2017,86,7.624,20353,863756051,137,34
826,The Bridge on the River Kwai,1957,86,7.83,1858,44908000,161,2323
681,Diamonds Are Forever,1971,86,6.39,1878,116019547,120,2292
284,The Apartment,1960,86,8.222,2016,25000000,125,2150
9378,Thir13en Ghosts,2001,86,6.208,1887,68467960,91,2283
12445,Harry Potter and the Deathly Hallows: Part 2,2011,86,8.105,19183,1341511219,130,48
527435,The Christmas Chronicles,2018,86,7.155,1940,0,104,2225
14160,Up,2009,86,7.949,18857,735099082,96,51
102899,Ant-Man,2015,86,7.082,18730,519311965,117,52
345938,The Shack,2017,86,7.495,1963,96942115,132,2205
921,Cinderella Man,2005,86,7.531,1990,108539911,144,2175
104,Run Lola Run,1998,86,7.321,2009,7267585,81,2158
36643,The World Is Not Enough,1999,86,6.265,2644,361832400,128,1695
19913,(500) Days of Summer,2009,86,7.272,9359,60781545,95,315
1443,The Virgin Suicides,1999,86,7.086,2887,10409377,97,1557
392,Chocolat,2000,86,6.962,3067,152500343,121,1469
1621,Trading Places,1983,86,7.202,2929,90404800,116,1534
4995,Boogie Nights,1997,86,7.638,2866,43101594,156,1567
6075,Carlito's Way,1993,86,7.833,2858,63848322,144,1570
18360,Night at the Museum: Battle of the Smithsonian,2009,86,6.1,6414,413106170,105,573
949,Heat,1995,86,7.903,6552,187436818,170,556
872,Singin' in the Rain,1952,86,8.167,2845,7200000,103,1580
714,Tomorrow Never Dies,1997,86,6.346,2798,333011068,119,1599
264660,Ex Machina,2015,86,7.572,12362,36869414,108,173
82702,How to Train Your Dragon 2,2014,86,7.673,8929,621537519,102,344
212778,Chef,2014,86,7.121,3004,45967935,114,1499
9655,She's the Man,2006,86,6.794,2767,33889159,105,1618
158011,The Call,2013,86,6.799,2725,68572378,94,1635
10439,Hocus Pocus,1993,86,7.055,2719,45395069,96,1641
607,Men in Black,1997,86,7.184,12836,589390539,98,160
192,The Name of the Rose,1986,86,7.47,2709,77200000,130,1649
622,The Ninth Gate,1999,86,6.455,2714,58401898,133,1642
3176,Battle Royale,2000,86,7.289,3080,30600000,114,1464
630,The Wizard of Oz,1939,85,7.571,5112,33754967,102,811
2277,Bicentennial Man,1999,85,7.236,3337,87423861,131,1334
41154,Men in Black 3,2012,85,6.51,9675,624026776,106,292
37094,Falling Down,1993,85,7.368,3300,40903593,113,1349
688,The Bridges of Madison County,1995,85,7.687,1933,182016617,135,2236
22803,Law Abiding Citizen,2009,85,7.373,4637,127944208,109,907
9362,Tremors,1990,85,6.878,2935,48572000,96,1531
167073,Brooklyn,2015,85,7.31,2929,62076141,111,1533
9618,Tango & Cash,1989,85,6.422,1710,63408614,104,2497
652,Troy,2004,85,7.146,9376,497409852,163,314
37137,The Naked Gun 2½: The Smell of Fear,1991,85,6.774,1985,86930411,85,2182
2005,Sister Act,1992,85,6.823,2922,231605150,100,1535
310307,The Founder,2016,85,7.112,4472,24121245,115,942
152603,Only Lovers Left Alive,2013,85,7.252,2005,7600000,123,2163
277834,Moana,2016,85,7.6,11502,690860472,107,204
116149,Paddington,2014,85,7.061,3356,259207227,96,1322
84892,The Perks of Being a Wallflower,2012,85,7.8,9844,33400000,103,279
455207,Crazy Rich Asians,2018,85,7.074,3364,238539198,121,1318
8839,Casper,1995,85,6.301,4269,287928194,100,985
899082,Harry Potter 20th Anniversary: Return to Hogwarts,2022,85,7.302,3084,0,103,1460
293660,Deadpool,2016,85,7.606,28894,783100000,108,5
82690,Wreck-It Ralph,2012,85,7.3,11546,471222889,101,200
1624,Liar Liar,1997,85,6.667,5163,302710615,86,803
425,Ice Age,2002,85,7.348,12296,383257136,81,176
455,Bend It Like Beckham,2002,85,6.298,1753,76578641,112,2440
653,Nosferatu,1922,85,7.7,1759,19054,94,2427
284052,Doctor Strange,2016,85,7.427,20935,676343174,115,28
122,The Lord of the Rings: The Return of the King,2003,85,8.474,22334,1118888979,201,20
707,A View to a Kill,1985,85,6.214,1779,152427960,131,2400
162,Edward Scissorhands,1990,85,7.716,12049,53000000,105,188
21208,Orphan,2009,85,7.001,4889,77912251,122,861
120,The Lord of the Rings: The Fellowship of the Ring,2001,85,8.402,23323,871368364,179,19
253,Live and Let Die,1973,85,6.484,1826,126377836,121,2359
754,Face/Off,1997,85,7.019,4826,245676146,138,869
664,Twister,1996,85,6.47,2914,494471524,113,1544
121,The Lord of the Rings: The Two Towers,2002,85,8.385,20274,926287400,179,35
359940,"Three Billboards Outside Ebbing, Missouri",2017,85,8.081,9418,160192031,115,310
265195,Wild Tales,2014,85,7.869,3081,27007072,122,1463
36658,X2,2003,85,7.029,9417,407711549,133,311
8367,Robin Hood: Prince of Thieves,1991,85,6.842,2949,390493908,143,1525
79,Hero,2002,85,7.509,2032,177394432,99,2132
764,The Evil Dead,1981,85,7.307,3570,29612367,85,1234
9023,Spirit: Stallion of the Cimarron,2002,85,7.698,4239,122563539,83,997
558,Spider-Man 2,2004,85,7.258,14096,788976453,127,132
227306,Unbroken,2014,85,7.44,3876,163442937,137,1113
10066,House of Wax,2005,85,5.931,2766,68766121,113,1619
13649,High School Musical 2,2007,85,6.523,3540,7000000,111,1254
93456,Despicable Me 2,2013,85,6.916,10523,970761885,98,249
8358,Cast Away,2000,85,7.662,10531,429632142,143,247
938,For a Few Dollars More,1965,85,8.016,3555,15000000,132,1245
7555,Rambo,2008,85,6.653,3556,113244290,92,1244
36685,The Rocky Horror Picture Show,1975,85,7.477,2575,112892319,100,1743
1495,Kingdom of Heaven,2005,85,6.908,3772,218122627,144,1161
11036,The Notebook,2004,85,7.88,10629,115603229,123,240
339403,Baby Driver,2017,85,7.5,14634,226945087,113,118
222935,The Fault in Our Stars,2014,85,7.598,10655,307166834,126,239
118,Charlie and the Chocolate Factory,2005,85,7.04,13967,474968763,115,134
309809,The Little Prince,2015,85,7.605,2605,97571250,108,1725
6977,No Country for Old Men,2007,85,7.933,10964,171627166,122,230
1893,Star Wars: Episode I - The Phantom Menace,1999,85,6.5,13550,924317558,136,144
152601,Her,2013,85,7.862,13407,47351251,126,145
6537,The Orphanage,2007,85,7.232,2665,78638987,105,1680
968,Dog Day Afternoon,1975,85,7.836,2675,46665856,125,1676
491418,Instant Family,2018,85,7.537,2676,120989656,118,1673
164,Breakfast at Tiffany's,1961,85,7.676,3883,9500000,115,1108
91586,Insidious: Chapter 2,2013,85,6.674,3917,161000000,106,1094
522212,Just Mercy,2019,85,7.903,2036,50401502,137,2127
9350,Cliffhanger,1993,85,6.473,2134,255000211,112,2041
43947,I Spit on Your Grave,2010,85,6.5,2053,572809,108,2115
422,8½,1963,85,8.173,2057,0,139,2112
11778,The Deer Hunter,1978,85,7.997,3406,49000000,183,1306
12155,Alice in Wonderland,2010,85,6.627,13149,1025467110,108,152
273895,Selma,2014,85,7.402,2084,66787908,127,2085
12444,Harry Potter and the Deathly Hallows: Part 1,2010,85,7.763,17782,954305868,146,65
504,Monster,2003,85,7.227,2110,60378584,110,2064
12159,What Dreams May Come,1998,85,7.194,2114,71485043,113,2058
363088,Ant-Man and the Wasp,2018,85,6.951,12512,622674139,119,169
96,Beverly Hills Cop II,1987,85,6.47,2149,299965036,103,2023
1955,The Elephant Man,1980,85,8.051,3157,26010864,124,1415
329865,Arrival,2016,85,7.6,16564,203388186,116,80
419430,Get Out,2017,85,7.62,16081,255407969,104,90
3558,"Girl, Interrupted",1999,85,7.552,3433,48350205,127,1295
808,Shrek,2001,85,7.73,15765,487853320,90,97
1370,Rambo III,1988,85,6.17,2868,189015611,102,1565
11319,The Rescuers,1977,85,6.752,2295,71215869,78,1906
335983,Venom,2018,85,6.826,14724,856085151,112,113
6466,Freddy vs. Jason,2003,85,6.037,2318,116643421,97,1892
638,Lost Highway,1997,85,7.583,2343,3756869,134,1879
62835,Colombiana,2011,85,6.602,2370,71508440,108,1857
99,All About My Mother,1999,85,7.7,1708,67872296,101,2499
566525,Shang-Chi and the Legend of the Ten Rings,2021,85,7.589,8481,432243292,132,373
2105,American Pie,1999,85,6.567,7125,235483004,95,491
8467,Dumb and Dumber,1994,85,6.606,5615,247275374,107,711
264644,Room,2015,85,8.033,8684,35401758,118,358
539,Psycho,1960,85,8.437,9272,32000000,109,321
187,Sin City,2005,85,7.4,7541,158733820,124,446
63,Twelve Monkeys,1995,85,7.6,7677,168841459,129,432
11224,Cinderella,1950,85,7.037,6239,263591415,74,598
956,Mission: Impossible III,2006,85,6.722,6186,398479497,126,620
80278,The Impossible,2012,85,7.363,5880,198087212,113,660
49444,Kung Fu Panda 2,2011,85,6.968,6365,665692281,91,579
5255,The Polar Express,2004,85,6.707,5682,310634054,100,695
1576,Resident Evil,2002,85,6.61,5803,102984862,100,676
107,Snatch,2000,85,7.801,8309,83557872,103,383
87,Indiana Jones and the Temple of Doom,1984,85,7.294,8505,333000000,118,370
273481,Sicario,2015,85,7.39,7836,84872444,122,411
509,Notting Hill,1999,85,7.259,5558,363889678,124,722
334543,Lion,2016,85,8.083,6199,140312928,118,614
27578,The Expendables,2010,85,6.227,7225,274470394,103,484
512200,Jumanji: The Next Level,2019,85,6.931,7932,801693929,123,405
31011,Mr. Nobody,2009,85,7.832,5512,2331721,141,730
65754,The Girl with the Dragon Tattoo,2011,85,7.361,6475,232617430,158,569
1597,Meet the Parents,2000,85,6.672,5512,330444045,108,729
11544,Lilo & Stitch,2002,85,7.516,5665,273144151,85,701
1954,The Butterfly Effect,2004,85,7.56,6890,96060858,113,512
502356,The Super Mario Bros. Movie,2023,85,7.775,6743,1355725263,93,527
602,Independence Day,1996,85,6.868,8884,817400891,145,348
616,The Last Samurai,2003,85,7.574,6297,456758981,154,591
591,The Da Vinci Code,2006,85,6.721,8646,767820459,149,360
20504,The Book of Eli,2010,85,6.781,5636,157107755,118,707
86829,Inside Llewyn Davis,2013,84,7.203,2482,32935319,104,1793
1487,Hellboy,2004,84,6.665,6392,99318987,122,576
559969,El Camino: A Breaking Bad Movie,2019,84,6.948,4454,0,123,944
16996,17 Again,2009,84,6.287,4788,136316880,102,876
321612,Beauty and the Beast,2017,84,6.967,14871,1266115964,129,108
985939,Fall,2022,84,7.253,3217,16120263,107,1383
38365,Grown Ups,2010,84,6.359,5577,271430189,102,720
330457,Frozen II,2019,84,7.272,9060,1450026933,103,336
177572,Big Hero 6,2014,84,7.738,14732,657827828,102,110
951,Kindergarten Cop,1990,84,6.1,2262,201957688,111,1932
8265,Welcome to the Sticks,2008,84,6.667,2275,245144417,106,1923
49538,X-Men: First Class,2011,84,7.296,11986,353624124,132,190
271110,Captain America: Civil War,2016,84,7.4,21541,1155046416,147,24
9631,The Negotiator,1998,84,7.1,1868,44547681,140,2306
55,Amores Perros,2000,84,7.626,2335,20908467,154,1884
9571,Dazed and Confused,1993,84,7.341,1847,7993039,102,2334
399174,Isle of Dogs,2018,84,7.857,4427,64337744,101,947
315162,Puss in Boots: The Last Wish,2022,84,8.266,6394,482129780,103,575
77016,End of Watch,2012,84,7.323,2947,48126384,109,1527
262391,Serial (Bad) Weddings,2014,84,6.672,3250,176404493,94,1370
268,Batman,1989,84,7.2,7152,411348924,126,487
458423,Mamma Mia! Here We Go Again,2018,84,7.126,3120,395044706,113,1435
330,The Lost World: Jurassic Park,1997,84,6.527,7740,618638999,129,425
95,Armageddon,1998,84,6.829,7320,553799566,151,468
776503,CODA,2021,84,7.967,1922,1600000,112,2246
9444,Anastasia,1997,84,7.611,4958,139804348,94,847
100402,Captain America: The Winter Soldier,2014,84,7.671,17692,714766572,136,67
57800,Ice Age: Continental Drift,2012,84,6.36,7038,877244782,88,496
1734,The Mummy Returns,2001,84,6.358,6475,443280904,130,568
37136,The Naked Gun: From the Files of Police Squad!,1988,84,7.233,3297,78756177,86,1353
241,Natural Born Killers,1994,84,7.1,3097,50283563,118,1446
272693,The DUFF,2015,84,6.8,4211,43528634,100,1007
976573,Elemental,2023,84,7.757,2467,486797988,102,1799
9273,Ace Ventura: When Nature Calls,1995,84,6.3,3781,212385533,90,1158
62,2001: A Space Odyssey,1968,84,8.076,10575,71923560,149,242
399566,Godzilla vs. Kong,2021,84,7.661,9080,470116094,114,335
505192,Shoplifters,2018,84,7.868,1836,0,120,2345
6114,Bram Stoker's Dracula,1992,84,7.449,4626,215862692,128,911
314365,Spotlight,2015,84,7.814,7765,98690254,129,421
135397,Jurassic World,2015,84,6.682,19414,1671537444,124,44
817,Austin Powers: The Spy Who Shagged Me,1999,84,6.274,3040,312016928,95,1478
1574,Chicago,2002,84,7.109,2375,306776732,113,1854
259693,The Conjuring 2,2016,84,7.293,7769,321834351,134,420
1701,Con Air,1997,84,6.727,3763,224012234,116,1166
68,Brazil,1985,84,7.673,3026,9900000,143,1489
928,Gremlins 2: The New Batch,1990,84,6.392,2293,41482207,106,1907
19,Metropolis,1927,84,8.153,2430,650422,149,1821
661374,Glass Onion: A Knives Out Mystery,2022,84,7.059,4530,13280000,140,930
881,A Few Good Men,1992,84,7.523,3185,243240178,138,1404
13680,The Game Plan,2007,84,6.478,1873,147880543,110,2304
37247,The Graduate,1967,84,7.649,3023,104945305,106,1494
49049,Dredd,2012,84,6.817,4663,41037742,95,896
492188,Marriage Story,2019,84,7.753,6478,2300000,137,567
9032,Big Daddy,1999,84,6.46,3007,234801895,93,1498
10719,Elf,2003,84,6.647,3626,225097437,97,1214
9802,The Rock,1996,84,7.1,4235,335062621,137,1000
11247,A Cinderella Story,2004,84,6.5,3004,70067909,95,1500
10027,Unleashed,2005,84,6.903,1844,50871113,103,2337
41233,Step Up 3D,2010,84,6.816,1800,159291809,107,2383
49013,Cars 2,2011,84,6.08,7115,559852396,106,493
538362,On My Skin,2018,84,8.053,1798,0,100,2384
2252,Eastern Promises,2007,84,7.362,2999,56106607,101,1502
2976,Hairspray,2007,84,6.656,2352,90450008,117,1870
51876,Limitless,2011,84,7.186,9900,161849455,105,277
9472,DodgeBall: A True Underdog Story,2004,84,6.343,3187,167722310,92,1403
4982,American Gangster,2007,84,7.577,4933,266465037,157,850
72105,Ted,2012,84,6.407,11513,549368315,107,202
4488,Friday the 13th,1980,84,6.391,2599,59754601,95,1729
251516,Kung Fury,2015,84,7.47,1719,0,32,2486
600354,The Father,2020,84,8.152,2781,21029340,96,1611
9659,Mad Max,1979,84,6.685,3903,100000000,91,1101
854,The Mask,1994,84,6.937,9401,351583407,101,312
109418,Grown Ups 2,2013,84,6.111,3920,247022278,101,1092
11238,Aladdin and the King of Thieves,1996,84,6.254,1722,0,81,2482
17431,Moon,2009,84,7.57,5238,9760104,97,788
3170,Bambi,1942,84,7.0,5236,267447150,70,789
453,A Beautiful Mind,2001,84,7.851,9475,316800000,135,306
44214,Black Swan,2010,84,7.672,13567,329398046,108,142
109439,The Hangover Part III,2013,84,6.211,8097,362000072,100,393
35,The Simpsons Movie,2007,84,6.999,7430,527068851,87,458
117,The Untouchables,1987,84,7.77,5181,76270454,119,800
8966,Twilight,2008,84,6.286,12638,393616788,122,167
782,Gattaca,1997,84,7.548,5786,12532777,106,678
10501,The Road to El Dorado,2000,84,7.244,3477,76432727,89,1279
2048,"I, Robot",2004,84,6.939,10972,347234916,115,229
9798,Enemy of the State,1998,84,7.009,3493,250649836,132,1276
276907,Legend,2015,84,7.032,3537,42972994,132,1257
508,Love Actually,2003,84,7.1,6047,244931766,135,635
770,Gone with the Wind,1939,84,7.965,3691,402352579,238,1193
49051,The Hobbit: An Unexpected Journey,2012,84,7.339,17356,1021103568,169,71
13655,Camp Rock,2008,84,6.427,2002,0,95,2167
2024,The Patriot,2000,84,7.166,3554,215294342,165,1247
